img_id,lat,lon,lic,acc,url,country,region1,region2
1,41.832511,-87.837038,0,14,https://farm66.staticflickr.com/65535/48880128796_170acd7727.jpg,US,3,19
5,78.914304,12.387084,0,7,https://farm66.staticflickr.com/65535/48242962966_70622f1c59.jpg,SJ,154,150
6,70.14467900000001,-143.60263799999996,0,11,https://farm8.staticflickr.com/7925/46912017921_8fa0cdc237.jpg,US,3,19
7,78.914304,12.387084,0,7,https://farm66.staticflickr.com/65535/48242788997_bdbb01815f.jpg,SJ,154,150
8,67.34859399999999,-63.121134,0,16,https://farm66.staticflickr.com/65535/46721270774_142bd2314a.jpg,CA,3,19
9,43.824508,-79.178146,0,16,https://farm66.staticflickr.com/65535/49277551747_607954fc9a.jpg,CA,3,19
10,43.819232,-79.182586,0,13,https://farm66.staticflickr.com/65535/48845073573_f71248f9f4.jpg,CA,3,19
11,72.702888,-75.816786,0,6,https://farm66.staticflickr.com/65535/49241276882_1512ba3e00.jpg,CA,3,19
12,59.891307,-152.805095,0,11,https://farm66.staticflickr.com/65535/48808044543_48a913a876.jpg,US,3,19
13,48.182151,16.302777,6,16,https://farm66.staticflickr.com/65535/49123222188_582bc31f97.jpg,AT,155,150
16,40.155926,-83.116304,3,14,https://farm66.staticflickr.com/65535/48708744316_3a62ce76a3.jpg,US,3,19
18,53.503414,-1.042885,0,15,https://farm66.staticflickr.com/65535/48812723902_d33f8e7636.jpg,GB,154,150
20,80.201176,18.198852,0,7,https://farm66.staticflickr.com/65535/48959800787_7a1e768fe9.jpg,SJ,154,150
21,33.617529,-117.660422,6,16,https://farm66.staticflickr.com/65535/49215759346_a4848d2711.jpg,US,3,19
22,70.143839,-143.573627,0,12,https://farm5.staticflickr.com/4871/44781920660_6e09c69b91.jpg,US,3,19
23,35.627895,-79.755463,2,15,https://farm66.staticflickr.com/65535/48372061357_5cdbf19937.jpg,US,3,19
24,32.736458,-117.150829,0,15,https://farm66.staticflickr.com/65535/48265907137_b5b5a6cf5d.jpg,US,3,19
25,70.135231,-143.55010900000005,0,10,https://farm8.staticflickr.com/7872/46014533065_98683ca8e9.jpg,US,3,19
26,52.250321,8.071732,0,14,https://farm66.staticflickr.com/65535/46900186505_bc0b2ba887.jpg,DE,155,150
27,79.305976,11.909179,0,5,https://farm66.staticflickr.com/65535/48242724821_972bce4f51.jpg,SJ,154,150
29,32.736458,-117.150829,0,15,https://farm66.staticflickr.com/65535/48962933511_31915f64f1.jpg,US,3,19
30,48.09333,11.551812,0,16,https://farm66.staticflickr.com/65535/48453336427_546cc0f762.jpg,DE,155,150
31,38.693013,-9.309196,0,12,https://farm66.staticflickr.com/65535/46715155455_d26004d631.jpg,PT,39,150
34,48.997572,8.402005,3,16,https://farm8.staticflickr.com/7884/40335641323_16f2e712de.jpg,DE,155,150
35,32.736458,-117.150829,0,15,https://farm66.staticflickr.com/65535/48046252047_397f12fa2f.jpg,US,3,19
36,52.50242900000001,13.530520999999998,0,13,https://farm8.staticflickr.com/7821/47592361661_267612424a.jpg,DE,155,150
38,52.50242900000001,13.530520999999998,0,13,https://farm8.staticflickr.com/7895/32623126097_10a90519ed.jpg,DE,155,150
40,32.736458,-117.150829,0,15,https://farm66.staticflickr.com/65535/48032128931_63ee03e7ce.jpg,US,3,19
41,70.144212,-143.56538700000004,0,12,https://farm8.staticflickr.com/7844/47104236092_a647f850eb.jpg,US,3,19
