img_id,lat,lon,lic,acc,url,country,region1,region2
1,57.607971,-4.427576,0,16,https://farm66.staticflickr.com/65535/48224965566_5dce5eed32.jpg,GB,154,150
2,55.874636,-3.004889,0,16,https://farm66.staticflickr.com/65535/48268199316_27a873f41f.jpg,GB,154,150
3,52.404461,-0.720591,0,14,https://farm66.staticflickr.com/65535/49255822947_151e9f8f4b.jpg,GB,154,150
4,52.509234,-0.412963,0,16,https://farm66.staticflickr.com/65535/48879708593_69fa90a721.jpg,GB,154,150
5,51.38145,-2.130831,3,16,https://farm66.staticflickr.com/65535/48574323267_f098c03f2d.jpg,GB,154,150
6,51.250951,-1.124057,0,16,https://farm66.staticflickr.com/65535/47973828411_a112eec0d8.jpg,GB,154,150
7,51.328658,-0.26208400000000004,0,15,https://farm66.staticflickr.com/65535/48681923412_98926b4934.jpg,GB,154,150
8,-40.370416,175.616884,0,13,https://farm66.staticflickr.com/65535/48670409986_a1111358c1.jpg,NZ,53,9
9,58.369812,25.614194,0,15,https://farm66.staticflickr.com/65535/48552981416_abd5c428dd.jpg,EE,154,150
10,53.503761,9.975094,0,16,https://farm66.staticflickr.com/65535/48475661802_3f8cab5a8e.jpg,DE,155,150
12,55.152926,-1.959064,0,16,https://farm66.staticflickr.com/65535/48397727502_c9daaa8489.jpg,GB,154,150
14,61.888789,29.820756,0,14,https://farm66.staticflickr.com/65535/48908562036_7a63d26f3c.jpg,FI,154,150
15,51.173513,-0.048475,0,16,https://farm66.staticflickr.com/65535/46982301624_efe49f487e.jpg,GB,154,150
16,49.386926,8.564572,5,14,https://farm8.staticflickr.com/7830/39841116993_c62b1dfe6a.jpg,DE,155,150
18,48.785113,9.088654,0,16,https://farm66.staticflickr.com/65535/49214937658_721a0f4ec4.jpg,DE,155,150
20,48.785113,9.088654,0,16,https://farm66.staticflickr.com/65535/49214938013_b38fcaa6ee.jpg,DE,155,150
21,51.173513,-0.048475,0,16,https://farm66.staticflickr.com/65535/47772716881_35b5f79166.jpg,GB,154,150
23,64.118036,29.570858,0,12,https://farm66.staticflickr.com/65535/48736650842_8a530528b6.jpg,FI,154,150
25,53.601278,-2.08738,0,15,https://farm66.staticflickr.com/65535/48987853577_5cf2907007.jpg,GB,154,150
26,50.919157,-0.49373,0,16,https://farm66.staticflickr.com/65535/48661196413_5593422dee.jpg,GB,154,150
32,50.098663,1.854494,0,16,https://farm66.staticflickr.com/65535/48651686926_2f97abba77.jpg,FR,155,150
35,52.05483,20.493308,0,16,https://farm66.staticflickr.com/65535/47635165411_6bc4d01093.jpg,PL,151,150
36,41.154811,-73.869602,0,15,https://farm66.staticflickr.com/65535/48918399716_4e5a6491f9.jpg,US,3,19
38,51.173513,-0.048475,0,16,https://farm66.staticflickr.com/65535/47719898622_ae159c81db.jpg,GB,154,150
40,52.140116,5.727455,0,16,https://farm66.staticflickr.com/65535/49038540782_fcf3534534.jpg,NL,155,150
44,52.054865,20.492902,0,16,https://farm8.staticflickr.com/7827/46778450934_27c765785a.jpg,PL,151,150
45,48.828051,2.347362,0,15,https://farm66.staticflickr.com/65535/48441387832_2e323b796a.jpg,FR,155,150
